,claim,text,label
6591,The United States return to a gold standard,"A return to the gold standard may cause new problems, as can be seen through past events.",0
6592,The United States return to a gold standard,History indicates that a return to the gold standard may initiate more problems than it solves.,0
6593,The United States return to a gold standard,Returning to a gold standard would stabilize the price of oil and help slow the rise in gasoline prices. ,1
6594,The United States return to a gold standard,The price of oil would stabilize and help show the rise in gasoline prices if we returned to the gold standard.,1
6595,The United States return to a gold standard,A return to the gold standard would stabilize the price of oil and slow the rise in gasoline prices.,1
6596,The United States return to a gold standard,Gold retains a value that has been recognized across the globe throughout history. ,1
6597,The United States return to a gold standard,Returning to a gold standard could harm national security by restricting the country’s ability to finance national defense. ,0
6598,The United States return to a gold standard,National defense could also be affected by returning to the gold standard.,0
6599,The United States return to a gold standard,Financing national defense will become an issue if the United States returns to the gold standard. ,0
6600,The United States return to a gold standard,A gold backed currency could not expand fast enough to maintain a healthy rate of international trade and economic growth.,0
6601,The United States return to a gold standard,The international economic community cannot support a return to the gold standard.,0
6602,The United States return to a gold standard,A return to the gold standard would not support a sufficient growth rate. ,0
6603,The United States return to a gold standard,Gold standards create periodic deflations and economic contractions which destabalize the economy. ,0
6604,The United States return to a gold standard,"A well-managed fiat monetary system is the best way to keep inflation down, not returning to a gold standard. ",0
6605,The United States return to a gold standard,A gold standard self-regulates to match the supply of money to the need for it. ,1
6606,The United States return to a gold standard,Returning to a gold standard would reduce the US trade deficit. ,1
6607,The United States return to a gold standard,Returning to a gold standard would limit government’s ability to address unemployment. ,0
6608,The United States return to a gold standard,The unemployment issue could not be resolved through government intervention under the gold standard.,0
6609,The United States return to a gold standard,The gold standard would limit the government's ability to improve issues of unemployment.,0
6610,The United States return to a gold standard,"Under the gold standard, income levels in the United States were rising much faster and unemployment levels were lower. ",1
6611,The United States return to a gold standard,A gold standard would restrict the ability of the federal government to increase the national debt. ,1
6612,The United States return to a gold standard,A gold standard would reduce the risk of economic crises and recessions such as the housing bubble and financial crisis of 2008-2009. ,1
6613,The United States return to a gold standard,A gold standard would increase the environmental and cultural harms created by gold mining. ,0
6614,The United States return to a gold standard,Gold mining creates environmental and cultural harms.,0
6615,The United States return to a gold standard,The gold standard can hurt the economy and the environment. ,0
6616,The United States return to a gold standard,The value of gold fluctuates widely and would not provide the price stability necessary for a healthy economy. ,0
6617,The United States return to a gold standard,"Returning to a gold standard would be a large waste of time, money, and resources.",0
6618,The United States return to a gold standard,"Money, resources, and time would be wasted by returning to the gold standard.",0
6619,The United States return to a gold standard,The gold standard negatively impacts American resources. ,0
6620,The United States return to a gold standard,Returning to a gold standard would lower inflation rates and slow the rise in consumer prices. ,1
6621,The United States return to a gold standard,A gold standard makes the supply of money vulnerable to the ups and downs of gold production. ,0
6622,The United States return to a gold standard,"Many politicians, businessmen, and organizations support the return to a gold standard. ",1
6623,The United States return to a gold standard,People of diverse backgrounds would like to see the return of the gold standard.,1
6624,The United States return to a gold standard,People from many professions encourage the return of the gold standard.,1
6625,The United States return to a gold standard,Under a gold standard the United States had stronger economic growth over its history. ,1
6626,The United States return to a gold standard,The gold standard aided the United States in economic growth.,1
6627,The United States return to a gold standard,The economy of the United States was stronger under the gold standard.,1
6628,The United States return to a gold standard,A gold standard would limit the ability of the Federal Reserve to help the economy out of recessions and depressions. ,0
6629,The United States return to a gold standard,The Federal Reserve would not be able to assist the economy if the gold standard were implemented.,0
6630,The United States return to a gold standard,The economy could not rely on the aid of the Federal Reserve under the gold standard.,0
6631,The United States return to a gold standard,"Returning to a gold standard would be extremely difficult, if not impossible, given the scarcity of gold and the vast amount of money already in circulation in the United States. ",0
6632,The United States return to a gold standard,It is not possible to return to the Gold Standard in the U.S.,0
6633,The United States return to a gold standard,Returning to a gold standard could destabilize and crash the already fragile United States economy.,0
6634,The United States return to a gold standard,The gold standard may be detrimental to the United States economy.,0
6635,The United States return to a gold standard,The United States economy may not be able to handle a return to the gold standard. ,0
6636,The United States return to a gold standard,Many prominent economists oppose returning to a gold standard. ,0
6637,The United States return to a gold standard,Economist think the gold standard is no longer viable.,0
6638,The United States return to a gold standard,"According to economist, the gold standard is best left in the past.",0
6639,War criminals should be prosecuted,Justice needs to be seen to be done in order to provide a deterrent to others.,1
6640,War criminals should be prosecuted,War criminals need to be prosecuted in order to provide justice.,1
6641,War criminals should be prosecuted,Justice won't prevail unless people are prosecuted for their crimes,1
6642,War criminals should be prosecuted,War criminals need to be held accountable for what they have done,1
6643,War criminals should be prosecuted,Trials help bring divisions into the open to help heal them.,1
6644,War criminals should be prosecuted,Prosecution provides closure for the victims of war crimes.,1
6645,War criminals should be prosecuted,The prosecution of war criminals is generally very ineffective. ,0
6646,War criminals should be prosecuted,Problems with symbolic justice,0
6647,Death penalty is justified,Execution helps alleviate the overcrowding of prisons.,1
6648,Death penalty is justified,We could make more room in the prison with execution punishment.,1
6649,Death penalty is justified,The solution to the overcrowding in prisons is execution.,1
6650,Death penalty is justified,The death penalty can produce irreversible miscarriages of justice.,0
6651,Death penalty is justified,The death penalty is too absolute and too irreversible.,0
6652,Death penalty is justified,The death penalty is not justice.,0
6653,Death penalty is justified,The death penalty is a financial burden on the state.,0
6654,Death penalty is justified,The expense of the death penalty financial hardship on the state.,0
6655,Death penalty is justified,It's a financial loss to the state enforcing the death penalty.,0
6656,Death penalty is justified,The penalty of death is a crime deterrent.,1
6657,Death penalty is justified,Crime can be prevented by threatening the death penalty.,1
6658,Death penalty is justified,The death penalty acts as a deterrent to crime,1
6659,Death penalty is justified,"With the death penalty in place, crime is deterred",1
6660,Death penalty is justified,The death penalty deters crime.,1
6661,Death penalty is justified,Execution prevents the accused from committing further crimes.,1
6662,Death penalty is justified,State-sanctioned killing is wrong.,0
6663,Death penalty is justified,It's wrong to have the state enforce killing.,0
6664,Death penalty is justified,The sanctioning of the State to kill is just immoral.,0
6665,Death penalty is justified, There are more efficient policies than death penalty,0
6666,Death penalty is justified,Other policies are more efficient than using the death penalty.,0
6667,Death penalty is justified,The death penalty is not an efficient policy.,0
6668,Death penalty is justified,Too many innocents killed,0
6669,Death penalty is justified,Many innocents have been killed because of the death penalty.,0
6670,Death penalty is justified,The death penalty has led to innocent people dying.,0
6671,Death penalty is justified,Can be reserved for the worst of the worst,1
6672,Death penalty is justified,The death penalty should be used for the worst cases.,1
6673,Death penalty is justified,The death penalty is saved for the most horrible criminals.,1
6674,Death penalty is justified,Killers must die to satisfy society,1
6675,Death penalty is justified,we are increasing the hate inside terrorist organizations and the dead person will be seen as a hero that animates their fight. ,0
6676,Death penalty is justified,It is dangerous to impose the death penalty because the dead person would be seen as a hero to their terrorist organization.,0
6677,Death penalty is justified,The death penalty for terrorists causes their organizations to hate more and to idolize their dead.,0
6678,Death penalty is justified,Necessary for punitive justice,1
6679,Death penalty is justified,The death penalty should be used if someone commits first-degree murder.   They would receive the same treatment that they gave.,1
6680,Death penalty is justified,The death penalty should apply as punishment for first-degree murder; an eye for an eye.,1
6681,Children in developing countries should be sponsored,Child sponsorship brings about greater understanding between people from different countries and cultures.,1
6682,Children in developing countries should be sponsored,Tyke sponsorship realizes more prominent comprehension between individuals from various nations and societies.,1
6683,Children in developing countries should be sponsored,Child sponsorship gives more prominent comprehension between individuals from various nations and societies.,1
6684,The EU should offer asylum to women from countries which have legislation that discriminates against women,The EU’s reputation can only benefit from a strong policy on women’s rights ,1
6685,The EU should offer asylum to women from countries which have legislation that discriminates against women,There is no down side to a strong policy on women's rights being adopted by the EU.,1
6686,The EU should offer asylum to women from countries which have legislation that discriminates against women,"The situation in these countries is improving, no need for a new policy. ",0
6687,The EU should offer asylum to women from countries which have legislation that discriminates against women,We should not try to fix what isn't broken and what is fixing itself.,0
6688,The EU should offer asylum to women from countries which have legislation that discriminates against women,Allowing women asylum will damage feminist movements ,0
6689,The EU should offer asylum to women from countries which have legislation that discriminates against women,Asylum causes a set back for the feminist movements.,0
6690,The EU should offer asylum to women from countries which have legislation that discriminates against women,"Allowing women asylum infers that they are weak and in need of protection, damaging the feminist movement.",0
6691,The EU should offer asylum to women from countries which have legislation that discriminates against women,The EU should be more active in combating the abuse of human rights.,1
6692,The EU should offer asylum to women from countries which have legislation that discriminates against women,The EU needs to help those suffering from human rights abuses,1
6693,The EU should offer asylum to women from countries which have legislation that discriminates against women,Gender equality is based on fundamental human rights endorsed by the EU which needs to be addressed,1
6694,The EU should offer asylum to women from countries which have legislation that discriminates against women,The response will be to impose more control over the movement of women. ,0
6695,The EU should offer asylum to women from countries which have legislation that discriminates against women,Offering asylum for women will be seen as a case of cultural imperialism,0
6696,The EU should offer asylum to women from countries which have legislation that discriminates against women,Asylum is the only way to protect women,1
6697,The EU should offer asylum to women from countries which have legislation that discriminates against women,Women can only truly be protected by asylum.,1
6698,Abortion should be legal,"Life begins at conception, so unborn babies are human beings with a right to life. ",0
6699,Abortion should be legal,"as soon as a baby is conceived, it is a living being",0
6700,Abortion should be legal,unborn babies have just as much rights as anyone else,0
6701,Abortion should be legal,The pro-life position says life begins at conception and unborn babies are human.,0
6702,Abortion should be legal,An unborn baby is alive and their life begins at conception.,0
6703,Abortion should be legal,"The US Supreme Court has declared abortion to be a ""fundamental right"" guaranteed by the US Constitution.",1
6704,Abortion should be legal,Women who receive abortions are less likely to suffer mental health problems than women denied abortions.,1
6705,Abortion should be legal,Abortion eliminates the potential societal contributions of a future human being.,0
6706,Abortion should be legal,Abortion could be a potential detriment to society. ,0
6707,Abortion should be legal,Abortion promotes a culture in which human life is disposable.,0
6708,Abortion should be legal,"Abortion is the killing of a human being, which defies the word of God.",0
6709,Abortion should be legal,"The original text of the Hippocratic Oath, traditionally taken by doctors when swearing to practice medicine ethically, forbids abortion.",0
6710,Abortion should be legal,"Access to legal, professionally-performed abortions reduces maternal injury and death caused by unsafe, illegal abortions. ",1
6711,Abortion should be legal,Legalizing abortion allows for the procedures to be safely and professionally done.,1
6712,Abortion should be legal,It is important that abortions be legal so that they may be regulated; illegal abortions are extremely dangerous.,1
6713,Abortion should be legal,Abortion reduces welfare costs to taxpayers. ,1
6714,Abortion should be legal,"Women who are denied abortions are more likely to become unemployed, to be on public welfare, to be below the poverty line, and to become victims of domestic violence. ",1
6715,Abortion should be legal,Reproductive choice protects women from financial disadvantage. ,1
6716,Abortion should be legal,Fetuses are incapable of feeling pain when most abortions are performed. ,1
6717,Abortion should be legal,Reproductive choice empowers women by giving them control over their own bodies. ,1
6718,Abortion should be legal,Women should have ownership over their own bodies by having reproductive choice.,1
6719,Abortion should be legal,Abortion may lead to future medical problems for the mother. ,0
6720,Abortion should be legal,Abortion reduces crime.,1
6721,Abortion should be legal,Abortions cause psychological damage. ,0
6722,Abortion should be legal,abortion can be damaging phychologically ,0
6723,Abortion should be legal,getting and abortion can cause phycological damage for the mother,0
6724,Abortion should be legal,There is psychological affects to having an abortion.,0
6725,Abortion should be legal,Women should not be able to use abortion as a form of contraception. ,0
6726,Abortion should be legal,Abortion is justified as a means of population control. ,1
6727,Abortion should be legal,"If women become pregnant, they should accept the responsibility that comes with producing a child. ",0
6728,Abortion should be legal,Fetuses feel pain during the abortion procedure. ,0
6729,Abortion should be legal,the abortion procedure is painful for the unborn baby.,0
6730,Abortion should be legal,Abortion causes pain to fetuses.,0
6731,Abortion should be legal,It is painful for unborn babies during an abortion.,0
6732,Abortion should be legal,Abortion gives pregnant women the option to choose not to bring fetuses with profound abnormalities to full term. ,1
6733,Abortion should be legal,A baby should not come into the world unwanted. ,1
6734,Abortion should be legal,Abortion is murder. ,0
6735,Abortion should be legal,Modern abortion procedures are safe and do not cause lasting health issues such as cancer and infertility.,1
6736,Abortion should be legal,Selective abortion based on genetic abnormalities (eugenic termination) is overt discrimination. ,0
6737,Abortion should be legal,Allowing abortion conflicts with the unalienable right to life recognized by the Founding Fathers of the United States.,0
6738,Abortion should be legal,Abortion is unconstitutional.,0
6739,Abortion should be legal,"Abortion violates the written words of the constitutions, specifically the unalienable right to life.",0
6740,Abortion should be legal,Many religious organizations and people of faith support women's reproductive choice. ,1
6741,Abortion should be legal,Abortion disproportionately affects African American babies.,0
6742,Abortion should be legal,african american babies are more affected by abortions,0
6743,We should legalize drugs,"Drugs are dangerous, and the governement should discourage its use",0
6744,We should legalize drugs,"The government has a responsbility to discourage the use of dangerous activities, such as the use of drugs.",0
6745,We should legalize drugs,"The government must not endorse the use of drugs, which are dangerous.",0
6746,We should legalize drugs,More people will take drugs if they are legal,0
6747,We should legalize drugs,Drugs are safer when legal,1
6748,We should legalize drugs,Legal drugs are safer.,1
6749,We should legalize drugs,Drugs become safer when they are legalized.,1
6750,We should legalize drugs,People should be free to take drugs,1
6751,We should legalize drugs,Drugs should be legal for everyone.,1
6752,We should legalize drugs,Legalisation reduces crime,1
6753,We should legalize drugs,Crime is reduced when drugs are legalized.,1
6754,We should legalize drugs,There is less crime when drugs are legal.,1
6755,We should legalize drugs,"Prohibition does not work; instead, it glamorizes drugs",1
6756,We should legalize drugs,people who sell are making lots of money,0
6757,We should legalize drugs,People selling illegal recreational drugs are raking it in.,0
6758,We should legalize drugs,People who sell illegal drugs are making bunches of money.,0
6759,We should legalize drugs,Allowing drug use is wrong – Prohibition must remain,0
6760,Genetics is a defence to murder,"Not ""in court,"" but other considerations should be made.",0
6761,Genetics is a defence to murder,Is this 'Sound Science' or are Defendants simply clutching at straws?,0
6762,Wikileaks is a threat to national security,You take it out of context,0
6763,Wikileaks is a threat to national security,Why would a Government legitimately need to block the sort of material that goes on Wikileaks? ,0
6764,Wikileaks is a threat to national security, Can't be used as blackmail if everyone knows it.,0
6765,Wikileaks is a threat to national security,"Wikileaks is so common and any facts can be either fact checked to be proven true or false, using it to blackmail someone would put the criminal at risk.",0
6766,Wikileaks is a threat to national security,Can release information that may be dangerous,1
6767,The Police Should Use Racial Profiling To Tackle The Problems Of Illegal Immigration.,It Harms Ethnic Minorities,0
6768,The Police Should Use Racial Profiling To Tackle The Problems Of Illegal Immigration.,Undermines American Judical System,0
6769,The Police Should Use Racial Profiling To Tackle The Problems Of Illegal Immigration.,Goes Against Wider US Policy,0
6770,The Police Should Use Racial Profiling To Tackle The Problems Of Illegal Immigration.,The best solution for illega immigration is racial profiling as a tool for reasonable suspicion,1
6771,The Police Should Use Racial Profiling To Tackle The Problems Of Illegal Immigration.,It Forces Illegal Immigrants Underground,0
6772,The Police Should Use Racial Profiling To Tackle The Problems Of Illegal Immigration.,It alienates Illegal aliens.,0
6773,The Police Should Use Racial Profiling To Tackle The Problems Of Illegal Immigration.,It makes foreigners want to hide and avoid authority.,0
6774,The Police Should Use Racial Profiling To Tackle The Problems Of Illegal Immigration.,Illegals would not report to authorities,0
6775,The Police Should Use Racial Profiling To Tackle The Problems Of Illegal Immigration.,Illegal aliens would  be forced to hide,0
6776,Capital punishment should be abolished in Africa,Encourages a culture of respect for human rights,1
6777,Capital punishment should be abolished in Africa,Capital punishment is a comparatively small issue,0
6778,Capital punishment should be abolished in Africa,“Benefits” of capital punishment apply universally,0
6779,The UN Human Rights Council should be abolished,The political system of the UNHRC promotes Human Rights,0
6780,There must be a single European Union army,NATO has established a precedent for multilateral military action,1
6781,There must be a single European Union army,The creation of an EU army could harm diplomatic relations with the USA,0
6782,There must be a single European Union army,A EU army would make diplomacy with the USA difficult.,0
6783,There must be a single European Union army,Having an EU army would hinder diplomatic efforts with the USA.,0
6784,There must be a single European Union army,The EU needs a dedicated defence force,1
6785,There must be a single European Union army,The EU needs an army.,1
6786,There must be a single European Union army,"To defend itself, the EU should build an army.",1
6787,There must be a single European Union army,A single army would enhance the political integration of EU members states,1
6788,There must be a single European Union army,Having an army would make the member states stronger politically.,1
6789,There must be a single European Union army,EU member states would be in a stronger position with an army.,1
6790,Defending the enemies of one's nation is legitimate free speech,"This is no different than political comment, etc.",1
6791,Defending the enemies of one's nation is legitimate free speech,Free speech applies to all speech.,1
6792,Defending the enemies of one's nation is legitimate free speech,Free speech covers opinions regardless of topic.,1
6793,Defending the enemies of one's nation is legitimate free speech,This is not different than political comment,1
6794,Defending the enemies of one's nation is legitimate free speech,This is not much different from political comment,1
6795,The Arab Spring revolutions can create stable democracies.,Factionalism is too strong,0
6796,The Arab Spring revolutions can create stable democracies.,Islamic parties have led governments before,1
6797,Create a UN standing army,A UN standing army is unnecessary,0
6798,Create a UN standing army,We don't need a United Nation standing army. ,0
6799,Create a UN standing army,It is not necessary to have a UN standing army.,0
6800,Create a UN standing army,it is unncessary to creat a UN standing army,0
6801,Create a UN standing army,creating a standing UN amry is not needed,0
6802,Create a UN standing army,A UN standing army is simply impossible to form.,0
6803,Create a UN standing army,It is nearly impossible to grow such a standing army.,0
6804,Create a UN standing army,It is very hard to form a UN standing army .,0
6805,Create a UN standing army,a standing UN army is not possible to form,0
6806,Create a UN standing army,it is impossible to create a standing UN army,0
6807,Create a UN standing army,A UN Standing Army would solve the problem of American military hegemony.,1
6808,Create a UN standing army,A UN standing army would be ideally suited to respond to contemporary crises.,1
6809,Create a UN standing army,The UN Army will serve a variety of new roles. ,1
6810,Create a UN standing army,A UN standing army would not be cost-effective.,0
6811,Create a UN standing army,A UN standing army would be more effective in operations themselves.,1
6812,Create a UN standing army,A UN joint army can be effective globally.,1
6813,Create a UN standing army,A united UN army can respond to any issues worldwide.,1
6814,Create a UN standing army,There are better alternatives to solving the problems of contemporary warfare.,0
6815,Housewives Are More Responsible Mothers Than Working Women,working mothers are earning enough money to support their children,0
6816,Housewives Are More Responsible Mothers Than Working Women,housewives give children the attention they need,1
6817,Housewives Are More Responsible Mothers Than Working Women,Housewives have more time and energy to spend on their children.,1
6818,Housewives Are More Responsible Mothers Than Working Women,Children of housewives spend more time with a loving parent and benefit from that attention.,1
6819,Cohabiting couples who wish to end their relationships should be allowed to request that the courts supervise the division of their property,Property rights for cohabiting couples will undermine the institution of marriage,0
6820,Poetry should not be taught in schools,Students need to study the basics of language not a complex form such as poetry,1
6821,Poetry should not be taught in schools,Poetry is cross-curricular,0
6822,Poetry should not be taught in schools,"Education is about teaching culture, the arts, and creativity",0
6823,Poetry should not be taught in schools,Poetry allows people to express and understand themselves,0
6824,Partial birth abortions should be banned,Abortion is wrong per se when there are alternatives such as adoption,1
6825,Partial birth abortions should be banned,There are more favorable options than abortion.,1
6826,Partial birth abortions should be banned,"When there are other alternatives like adoption, abortion is wrong.",1
6827,Partial birth abortions should be banned,Abortion is a mistake when there are other alternatives like adoption. ,1
6828,Partial birth abortions should be banned,Partial birth abortions are safer than any available alternative,0
6829,Partial birth abortions should be banned,The alternatives to partial birth abortion are not as safe.,0
6830,Partial birth abortions should be banned,"As opposed to other current alternatives, partial birth abortions are safer",0
6831,Partial birth abortions should be banned,Partial birth abortions are less dangerous than the current alternatives available. ,0
6832,Partial birth abortions should be banned,Banning partial birth abortions is in line with popular and accepted moral standards,1
6833,Partial birth abortions should be banned,Banning partial birth abortions shows our good moral standards.,1
6834,Partial birth abortions should be banned,"If we do not ban partial birth abortions, our moral standards come into question.",1
6835,Partial birth abortions should be banned,There is agreement across accepted moral standards that Banning partial birth abortions is correct. ,1
6836,Partial birth abortions should be banned,Banning partial birth abortions is accepted as a moral standard. ,1
6837,Partial birth abortions should be banned,"If personhood accrues at birth, then abortion after inducing birth is wrong",1
6838,Partial birth abortions should be banned,Opposition to partial birth abortion is part of a strategy intended to ban abortion in general,0
6839,Partial birth abortions should be banned,"The concept of ""foetal rights"" is an attack on the autonomy of women",0
6840,Partial birth abortions should be banned,Foetal rights should not supercede the personal rights of women.,0
6841,Partial birth abortions should be banned,Foetal rights threaten a woman's right to choose what is best for her own body.,0
6842,Partial birth abortions should be banned,"The autonomy of women is threatened by The concept of ""foetal rights""",0
6843,Partial birth abortions should be banned,Foetal rights imposes a threat on the autonomy of women ,0
6844,Partial birth abortions should be banned,The foetus feels pain,1
6845,We must ban the promotion of diets,Banning advertising won't work,0
6846,We must ban the promotion of diets,Medical concerns,0
6847,We must ban the promotion of diets,It's my body and I'll starve if I want to,0
6848,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions,Cap and Trade is Better at reducing carbon emissions than a carbon tax.,1
6849,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions,Cap and Trade is More Economical Than a Carbon Tax,1
6850,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions,Cap and Trade is cheaper,1
6851,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions,Carbon Taxes Are More Progressive both Politically and Economically than Cap and Trade,0
6852,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions,Cap and Trade will Harm Energy Consumers,0
6853,There must be referendums held on any new EU treaty,Referendums are more about PR than politics.,0
6854,There must be referendums held on any new EU treaty,Major changes need to be put to the people and the people must be trusted.,1
6855,There must be referendums held on any new EU treaty,If all member states held a referendum on all EU treaties nothing would get passed.,0
6856,There must be referendums held on any new EU treaty,Voters do not understand or care about EU reforms.,0
6857,Britain should adopt Sharia law,GOES AGAINST BRITISH VALUES AND FREEDOM OF RELIGION,0
6858,Britain should adopt Sharia law,Sharia jurisprudence would not allow for Sharia to be adopted in the UK,0
6859,Britain should adopt Sharia law,Sharia Is God Law It is Fair and Just and it should be Implemented ,1
6860,Britain should adopt Sharia law,"Sharia law is divinely mandated, is just, and should be implemented.",1
6861,Britain should adopt Sharia law,The implementation of Sharia law will bring about justice and divine will.,1
6862,Britain should adopt Sharia law,Sharia law is unfair to women and incompatible with justice,0
6863,Britain should adopt Sharia law,There is no need for Sharia law.,0
6864,Britain should adopt Sharia law,SHARIA ESPECIALLY ISLAMIC CRIMINAL LAW SHOULD BE ADPOTED,1
6865,Britain should adopt Sharia law,There is room for improvement in any legal system ,1
6866,We must legalize the use of cell phones in cars,"No, because students will be distracted",0
6867,We must legalize the use of cell phones in cars,No. Students will spend less time on their studies.,0
6868,We must legalize the use of cell phones in cars,Cell phones are the most dangerous distractions.,0
6869,We must legalize the use of cell phones in cars,Cell Phones are worse than other distractions,0
6870,We must legalize the use of cell phones in cars,Cell Phone Use is not necessary in vehicles.,0
6871,We must legalize the use of cell phones in cars,There is no need for cell phone use when driving a vehicle,0
6872,We must legalize the use of cell phones in cars,One doesn't need to use a cell phone when driving a vehicle,0
6873,We must legalize the use of cell phones in cars,"Yes, it should be allowed for the case of emergency.",1
6874,We must legalize the use of cell phones in cars,Only in the case of an emergency situation.,1
6875,We must legalize the use of cell phones in cars,"Yes, but only when an emergency warrants their use.",1
6876,Trade is better than aid,Trade provides developing countries with an important basis for their own improvement.,1
6877,Trade is better than aid,Trade allows the other country an opportunity to grow.,1
6878,Trade is better than aid,Trade  provides the opportunity to advance oneself to the developing country.,1
6879,Trade is better than aid,Trade requires infrastructure,0
6880,Trade is better than aid,Trade can replace aid with the proper infrastructure.,0
6881,Trade is better than aid,Trade is a long-term basis for international co-operation.,1
6882,Trade is better than aid,Trade works to form a long-term working relationship.,1
6883,Trade is better than aid,Trade works to strengthen bonds between countries in the long term.,1
6884,Trade is better than aid,Trade may not help those most in need.,0
6885,Trade is better than aid,Trade may not provide immediate relief.,0
6886,Trade is better than aid,Trade does not allocate resources effectively,0
6887,Trade is better than aid,Resources are best allocated with aid instead of free trade.,0
6888,Trade is better than aid,Aid uses resources more efficiently than free trade.,0
6889,Trade is better than aid,Free trade is dangerous,0
6890,Trade is better than aid,Free trade is more dangerous than aid.,0
6891,Trade is better than aid,Aid is less dangerous than free trade.,0
6892,Trade is better than aid,Systemic aid' is detrimental to African society,1
6893,Trade is better than aid,Despite attempts at aid it has only been detrimental to Africa.,1
6894,Celebrities should be exempt from National Service (in South Korea),There are many professions that could more sensibly be given exemption such as teachers,0
6895,Celebrities should be exempt from National Service (in South Korea),Many professions could more sensibly be given exemption  over celebrities. ,0
6896,Celebrities should be exempt from National Service (in South Korea),Vital employees and state workers could more  sensibly be given exemption  over celebrities. ,0
6897,Celebrities should be exempt from National Service (in South Korea),One of the great strengths of national service is that it demonstrates that everyone is equal,0
6898,Celebrities should be exempt from National Service (in South Korea),National service shows everyone that each person is equal.,0
6899,Celebrities should be exempt from National Service (in South Korea),Required national service shows everyone that every person is equal to each other,0
6900,Celebrities should be exempt from National Service (in South Korea),nation service promotes equality,0
6901,Celebrities should be exempt from National Service (in South Korea),national service helps equality ,0
6902,Celebrities should be exempt from National Service (in South Korea),"Celebrities, like athletes, enhance the nation’s image and generate revenue",1
6903,Celebrities should be exempt from National Service (in South Korea),The celebrities bring money and publicity to the country.,1
6904,Celebrities should be exempt from National Service (in South Korea),celebrities enhance the nations image,1
6905,Celebrities should be exempt from National Service (in South Korea),celebs help the nation,1
6906,Social Security should be privatized ,"Privatizing Social Security would do nothing to solve its impending insolvency, and would actually make it worse. ",0
6907,Social Security should be privatized ,Privatizing Social Security will not solve its problems.,0
6908,Social Security should be privatized ,Private accounts benefit the poor and minorities. ,1
6909,Social Security should be privatized ,"The accusation that Social Security has been ""raided"" by the federal government is misleading and does not provide a justification for privatizing the program. ",0
6910,Social Security should be privatized ,Privatizing Social Security will put billions of dollars into the pockets of Wall Street financial services corporations in the form of brokerage and management fees. ,0
6911,Social Security should be privatized ,Other policy changes can fix Social Security more effectively and less disruptively than privatization. ,0
6912,Social Security should be privatized ,"Privatizing Social Security would expand, not reduce, government bureaucracy. ",0
6913,Social Security should be privatized ,MOre government would be needed to oversee the privatization of Social Security.,0
6914,Social Security should be privatized ,"Social Security is an equalizer, leveling the playing field for rich and poor, whereas private accounts would favor the wealthy. ",0
6915,Social Security should be privatized ,Private accounts would allow benefits to be inherited. ,1
6916,Social Security should be privatized ,Private accounts give individuals control over their retirement decisions. ,1
6917,Social Security should be privatized ,Many people lack the basic financial literacy to make wise investment decisions on their own. ,0
6918,Social Security should be privatized ,Privatising social security would improve economic growth,1
6919,Social Security should be privatized ,Individual investment accounts would boost economic growth by injecting money back into America's financial system. ,1
6920,Social Security should be privatized ,"Privatizing Social Security would reduce Government waste and hence, improve the nation's economy",1
6921,Social Security should be privatized ,The economy would see a boost from a privatization of Social Security,1
6922,Social Security should be privatized ,Privatising social security will increase the amount of money that reitrees can draw on,1
6923,Social Security should be privatized ,Social Security going private would increase efficiencies and allow retirees to see more of their money,1
6924,Social Security should be privatized ,The privatization of Social Security would allow more funds to be paid out to retirees,1
6925,Social Security should be privatized ,Privatising social security will harm retirees,0
6926,Social Security should be privatized ,Retirees will suffer if social security is privatized.,0
6927,Social Security should be privatized ,Privatized social security is a bad idea.,0
6928,Social Security should be privatized ,social security should not be private,0
6929,Social Security should be privatized ,social secrity need not be provate,0
6930,Social Security should be privatized ,Privatising the social security system would harm economic growth,0
6931,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,A graduated response will be an effective deterrent,1
6932,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,A graduated response is the best solution to curbing this problem.,1
6933,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The most logical solution to this issue would be a graduated response.,1
6934,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,A graduated response is the fairest way to enforce copyright legislation,1
6935,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Enforcing copyright legislation must be done in a fair manor. ,1
6936,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The graduate response policy constitutes an invasion of privacy by the state,0
6937,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Government intrusion via the graduate response policy violates privacy.,0
6938,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Citizens loose privacy with the graduate response policy.,0
6939,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The unauthorised downloading of copyrighted material should be addressed and prevented by the state,1
6940,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Illegal downloading should be regulated by the state.,1
6941,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Illegal downloading of copyrighted material is a state matter that should be addressed.,1
